artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchepctprivat1;branchepctprivat2;branchepctprivat3;branchepctprivat4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;fagligtmotivation_statusaar;fagligtmotivation_n;fagligtmotivation_ntotal;fagligtmotivation_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;socialtmotivation_statusaar;socialtmotivation_n;socialtmotivation_ntotal;socialtmotivation_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n;ivaerksaetteri_statusaar;ivaerksaetteri_n;ivaerksaetteri
udb3-kacivmechatronicseng;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/mechatronics;831162;Mechatronics;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;74;7;;E2021/F2022;22;256;0;201911-202111;246;64;10;10;15;100;100;100;76;Industri;Handel;Videnservice;Øvrige brancher;96;201904-202212;64;4;;201901-202112;33;36.2;34.2;37.7;;Ingen data;;;;Ingen data;;;;;;27;49;202110-202112;26;27;4,35;202110-202112;25;27;4,24;27;27;3,67;202110-202112;202110-202112;26;27;4,31;202110-202112;24;27;3,92;44;53;27;14,5;20;84;202110-202112;27;27;4,26;25;0;E2021/F2022;0;75;202110-202112;27;27;4,11;202110-202112;26;27;3,73;202110-202112;26;27;3,77;202110-202112;27;27;4,33;202110-202112;27;Klasseundervisning (holdundervisning);Forelæsninger;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202110-202112;27;27;3,11;0;22;56;11;11;202110-202112;27;27;3,63;7;11;22;30;30;202110-202112;27;27;3,89;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kacivoperations;461416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/operations-management;333162;Operations Management;Universitetsuddannelser;Kandidatuddannelse;;461437;Syddansk Universitet;461;Odense;1083;Syddanmark;201910-202209;113;19;;E2021/F2022;18;112;112;201911-202111;194;61;15;8;15;100;100;100;67;Industri;Handel;Videnservice;Øvrige brancher;95;201904-202212;74;6;;201901-202112;49;37.3;33.9;41.9;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;0;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kacivoperations;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/operations-management;333162;Operations Management;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;113;19;;E2021/F2022;18;112;112;201911-202111;194;61;15;8;15;100;100;100;67;Industri;Handel;Videnservice;Øvrige brancher;95;201904-202212;74;6;;201901-202112;49;37.3;33.9;41.9;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;0;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kacivsustainablecities;151413;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-cities;830062;Sustainable Cities;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;101;København;1084;Hovedstaden;201910-202209;95;5;;E2021/F2022;84;88;0;201911-202111;266;50;21;5;24;0;96;0;72;Offentlig administration, forsvar og politi;Videnservice;Undervisning;Øvrige brancher;38;201904-202212;76;12;;201901-202112;29;30.1;28.5;34.4;;Ingen data;;;;Ingen data;;;;;;25;36;202110-202112;25;25;4,04;202110-202112;25;25;3,92;25;25;3,8;202110-202112;202110-202112;25;25;3,8;202110-202112;25;25;3,72;41;47;25;13;17;77;202110-202112;25;25;3,8;25;0;E2021/F2022;0;75;202110-202112;25;25;4,16;202110-202112;25;25;3,72;202110-202112;24;25;3,92;202110-202112;25;25;4,16;202110-202112;25;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;25;25;3,68;0;12;28;40;20;202110-202112;25;25;3,52;4;12;36;24;24;202110-202112;25;25;4,08;20;36;202110-202112;20;65;Jeg søgte og blev ansat efter et stillingsopslag;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;10;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;5;Jeg blev headhuntet;202110-202112;20;20;5;65;0;5;5;10;202110-202112;20;38;202110-202112;20;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller p;Afsluttende opgave (projekt/speciale);202110-202112;20;Tværfaglige og projektorienterede kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;202110-202112;20;20;3,6;202110-202112;20;20;3,75;202110-202112;20;0;70;30;;;;;;;;;;Ingen data;;;;
udb3-kacivsustainablecities;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/sustainable-cities;830062;Sustainable Cities;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;95;5;;E2021/F2022;84;88;0;201911-202111;266;50;21;5;24;0;96;0;72;Offentlig administration, forsvar og politi;Videnservice;Undervisning;Øvrige brancher;38;201904-202212;76;12;;201901-202112;29;30.1;28.5;34.4;;Ingen data;;;;Ingen data;;;;;;25;36;202110-202112;25;25;4,04;202110-202112;25;25;3,92;25;25;3,8;202110-202112;202110-202112;25;25;3,8;202110-202112;25;25;3,72;41;47;25;13;17;77;202110-202112;25;25;3,8;25;0;E2021/F2022;0;75;202110-202112;25;25;4,16;202110-202112;25;25;3,72;202110-202112;24;25;3,92;202110-202112;25;25;4,16;202110-202112;25;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);202110-202112;25;25;3,68;0;12;28;40;20;202110-202112;25;25;3,52;4;12;36;24;24;202110-202112;25;25;4,08;20;36;202110-202112;20;65;Jeg søgte og blev ansat efter et stillingsopslag;15;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;10;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;5;Jeg blev headhuntet;202110-202112;20;20;5;65;0;5;5;10;202110-202112;20;38;202110-202112;20;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller p;Afsluttende opgave (projekt/speciale);202110-202112;20;Tværfaglige og projektorienterede kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;202110-202112;20;20;3,6;202110-202112;20;20;3,75;202110-202112;20;0;70;30;;;;;;;;;;Ingen data;;;;
udb3-kacomputerengineering;851416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/computer-engineering;558862;Computer Engineering;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;851;Aalborg;1081;Nordjylland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kacomputerengineering;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/computer-engineering;558862;Computer Engineering;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kadatavidenskab;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/datavidenskab;819862;Datavidenskab;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kadatavidenskab;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/datavidenskab;819862;Datavidenskab;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kadatavidenskabmachinelearning;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning;819962;Datavidenskab og machine learning;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kadatavidenskabmachinelearning;851416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning;819962;Datavidenskab og machine learning;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;851;Aalborg;1081;Nordjylland;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kadatavidenskabmachinelearning;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/matematikfysikkemiogdatalogi/datavidenskab-og-machine-learning;819962;Datavidenskab og machine learning;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumarkaeologi;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/arkaeologi;6,431,626,462;Arkæologi;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;85;8;;E2021/F2022;15;125;0;201911-202111;462;72;6;4;19;68;11;18;56;Kultur og fritid;Undervisning;Sundhed og socialvæsen;Øvrige brancher;61;201904-202212;28;21;;201901-202112;20;28.1;26.7;30.5;;201904-202212;35;3;;201901-202112;9;38.7;33.3;43;Institutionstal for undergruppe: Øvrige humaniora, kandidat;21;35;202110-202112;20;21;4,25;202110-202112;21;21;4,14;21;21;4;202110-202112;202110-202112;21;21;4;202110-202112;21;21;3,76;38;30;20;10;15;81;202110-202112;21;21;4,33;25;25;E2021/F2022;0;50;Ingen data;;;;Ingen data;;;;Ingen data;;;;202110-202112;21;21;3,71;202110-202112;21;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);E-læring (eksempelvis fjernundervisning);Projektarbejde (både individuelt og i grupper);202110-202112;20;21;3,2;0;30;30;30;10;202110-202112;21;21;3,05;0;33;33;29;5;202110-202112;20;21;3,85;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumarkaeologi;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/arkaeologi;6,431,626,462;Arkæologi;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;85;8;;E2021/F2022;15;125;0;201911-202111;462;72;6;4;19;68;11;18;56;Kultur og fritid;Undervisning;Sundhed og socialvæsen;Øvrige brancher;61;201904-202212;28;21;;201901-202112;20;28.1;26.7;30.5;;201904-202212;35;3;;201901-202112;9;;;;;21;35;202110-202112;20;21;4,25;202110-202112;21;21;4,14;21;21;4;202110-202112;202110-202112;21;21;4;202110-202112;21;21;3,76;38;30;20;10;15;81;202110-202112;21;21;4,33;25;25;E2021/F2022;0;50;Ingen data;;;;Ingen data;;;;Ingen data;;;;202110-202112;21;21;3,71;202110-202112;21;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);E-læring (eksempelvis fjernundervisning);Projektarbejde (både individuelt og i grupper);202110-202112;20;21;3,2;0;30;30;30;10;202110-202112;21;21;3,05;0;33;33;29;5;202110-202112;20;21;3,85;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumasienstudier;101455;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/sprog/asienstudier;684,762,684,962,685,000;Asienstudier;Universitetsuddannelser;Kandidatuddannelse;;101582;Københavns Universitet;101;København;1084;Hovedstaden;201910-202209;59;17;;E2021/F2022;8;126;14;201911-202111;133;38;12;11;40;28;100;0;66;Undervisning;Handel;Offentlig administration, forsvar og politi;Øvrige brancher;49;201904-202212;19;31;;201901-202112;11;27.3;12;33.2;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;0;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumasienstudier;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/sprog/asienstudier;684,762,684,962,685,000;Asienstudier;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;59;17;;E2021/F2022;8;126;14;201911-202111;133;38;12;11;40;28;100;0;66;Undervisning;Handel;Offentlig administration, forsvar og politi;Øvrige brancher;49;201904-202212;34;36;;201901-202112;11;27.3;12;33.2;;201904-202212;11;0;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;0;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumcognitivescience;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/cognitive-science;317462;Cognitive Science;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;75;1;;E2021/F2022;11;146;0;201911-202111;15;60;27;7;7;100;100;100;0;Information og kommunikation;Videnservice;Handel;Øvrige brancher;93;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;16,67;E2021/F2022;0;58,33;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumcognitivescience;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/cognitive-science;317462;Cognitive Science;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;75;1;;E2021/F2022;11;146;0;201911-202111;15;60;27;7;7;100;100;100;0;Information og kommunikation;Videnservice;Handel;Øvrige brancher;93;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;16,67;E2021/F2022;0;58,33;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
udb3-kahumfilovidenskabsteori;265407;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser-2;641,162,651,362,870,000;Filosofi og videnskabsteori;Universitetsuddannelser;Kandidatuddannelse;;265407;Roskilde Universitet;265;Roskilde;1085;Sjælland;201910-202209;;;;E2021/F2022;8;85;37;201911-202111;740;34;13;12;41;12;52;0;79;Undervisning;Sundhed og socialvæsen;Offentlig administration, forsvar og politi;Øvrige brancher;43;201904-202212;40;36;;201901-202112;21;26.6;18.4;32.2;;201904-202212;44;3;;201901-202112;27;41.3;37.2;44.3;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;Ingen data;;;;;;;;;;Ingen data;;;;25;0;E2021/F2022;0;75;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;;;;
